id,etap_1,village,typ_voie,nvl_nm_rue,numero,code
623,PA,Passamainty,Impasse,De l'Usine Sucrière,"014",PA-014 Impasse De l'Usine Sucrière
625,PA,Passamainty,Chemin,Caroua Manthalane,"015",PA-015 Chemin Caroua Manthalane
628,PA,Passamainty,Impasse,Mroni Manga,"016",PA-016 Impasse Mroni Manga
630,PA,Passamainty,Impasse,Vanilla,"017",PA-017 Impasse Vanilla
631,PA,Passamainty,Chemin,Des Cungunass,"018",PA-018 Chemin Des Cungunass
642,PA,Passamainty,Rue,De Passamainty Stade,"019",PA-019 Rue De Passamainty Stade
1270,PA,Passamainty,Impasse,Aloe,"020",PA-020 Impasse Aloe
646,PA,Passamainty,Chemin,Ma Issoufi Ada,"021",PA-021 Chemin Ma Issoufi Ada
647,PA,Passamainty,Allée,De la Belle Allée,"022",PA-022 Allée De la Belle Allée
844,PA,Passamainty,Rue,Marindrini,"040",PA-040 Rue Marindrini
650,PA,Passamainty,Rue,Tanamalaza,"023",PA-023 Rue Tanamalaza
651,PA,Passamainty,Rue,Ali Djandjaro,"024",PA-024 Rue Ali Djandjaro
653,PA,Passamainty,Rue,Mahadidja Wali,"025",PA-025 Rue Mahadidja Wali
654,PA,Passamainty,Rue,Ma Al Boura,"026",PA-026 Rue Ma Al Boura
657,PA,Passamainty,Rue,Manga Chahidou,"027",PA-027 Rue Manga Chahidou
720,PA,Passamainty,Impasse,Ma Zaina,"028",PA-028 Impasse Ma Zaina
726,PA,Passamainty,Impasse,Ali Santio,"029",PA-029 Impasse Ali Santio
735,PA,Passamainty,Chemin,Foundi Maoulida,"030",PA-030 Chemin Foundi Maoulida
779,PA,Passamainty,Escalier,Roho Bolé,"031",PA-031 Escalier Roho Bolé
800,PA,Passamainty,Impasse,Salamatsara,"032",PA-032 Impasse Salamatsara
808,PA,Passamainty,Rue,Collège Ouvoimoja,"033",PA-033 Rue Collège Ouvoimoja
816,PA,Passamainty,Chemin,Bacar Marta,"034",PA-034 Chemin Bacar Marta
821,PA,Passamainty,Ruelle,Bointrea,"035",PA-035 Ruelle Bointrea
823,PA,Passamainty,Impasse,Soudjay,"036",PA-036 Impasse Soudjay
828,PA,Passamainty,Impasse,Colo Boy,"037",PA-037 Impasse Colo Boy
1186,PA,Passamainty,Rue,Echa Ada,"063",PA-063 Rue Echa Ada
1191,PA,Passamainty,Rue,Des 10 villas,"064",PA-064 Rue Des 10 villas
833,PA,Passamainty,Rue,Bassin Gouloué,"038",PA-038 Rue Bassin Gouloué
852,PA,Passamainty,Rue,De la Mosquée Baïtilmal,"039",PA-039 Rue De la Mosquée Baïtilmal
893,PA,Passamainty,Chemin,Adam,"047",PA-047 Chemin Adam
927,PA,Passamainty,Rue,Bangali,"048",PA-048 Rue Bangali
940,PA,Passamainty,Chemin,Mdava,"049",PA-049 Chemin Mdava
945,PA,Passamainty,Avenue,Arantabé,"050",PA-050 Avenue Arantabé
957,PA,Passamainty,Rue,Fargeon,"051",PA-051 Rue Fargeon
958,PA,Passamainty,Chemin,De la Colline,"052",PA-052 Chemin De la Colline
1039,PA,Passamainty,Impasse,Ndzaka,"054",PA-054 Impasse Ndzaka
637,PA,Passamainty,Impasse,Mhogoni,"055",PA-055 Impasse Mhogoni
1092,PA,Passamainty,Impasse,Manga Adamou,"056",PA-056 Impasse Manga Adamou
1126,PA,Passamainty,Rue,Miguel,"057",PA-057 Rue Miguel
1151,PA,Passamainty,Allée,Des-verts,"058",PA-058 Allée Des-verts
1156,PA,Passamainty,Chemin,Maï Djabou,"059",PA-059 Chemin Maï Djabou
1167,PA,Passamainty,Rue,Afawa,"060",PA-060 Rue Afawa
1168,PA,Passamainty,Ruelle,Abdou Attoumani,"061",PA-061 Ruelle Abdou Attoumani
1175,PA,Passamainty,Rue,Mnadzi Moja,"062",PA-062 Rue Mnadzi Moja
648,PA,Passamainty,Rue,Foundi Bweni Kali,"065",PA-065 Rue Foundi Bweni Kali
1268,PA,Passamainty,Chemin,Boinali Gine,"066",PA-066 Chemin Boinali Gine
1517,T2,Tsoundzou 2,Impasse,Djabou,"037",T2-037 Impasse Djabou
1280,PA,Passamainty,Impasse,Manga Poundra,"067",PA-067 Impasse Manga Poundra
1318,PA,Passamainty,Chemin,Coco Ma Ali,"068",PA-068 Chemin Coco Ma Ali
1365,PA,Passamainty,Chemin,Abdou Mpahé,"069",PA-069 Chemin Abdou Mpahé
1404,PA,Passamainty,Chemin,Ma Néma,"070",PA-070 Chemin Ma Néma
1426,PA,Passamainty,Impasse,Tsongoma,"071",PA-071 Impasse Tsongoma
1437,PA,Passamainty,Rue,Msakouani,"072",PA-072 Rue Msakouani
1534,PA,Passamainty,Impasse,Rassini,"074",PA-074 Impasse Rassini
1561,PA,Passamainty,Rue,Boina Carossec,"075",PA-075 Rue Boina Carossec
1680,PA,Passamainty,Chemin,Ma Mariame Bakouli,"076",PA-076 Chemin Ma Mariame Bakouli
1718,PA,Passamainty,Chemin,Coco Ma Sudiki,"077",PA-077 Chemin Coco Ma Sudiki
1758,PA,Passamainty,Chemin,Boina Mondoha,"078",PA-078 Chemin Boina Mondoha
1757,PA,Passamainty,Chemin,Mwamwalé,"079",PA-079 Chemin Mwamwalé
1767,PA,Passamainty,Impasse,Mroni,"080",PA-080 Impasse Mroni
1787,PA,Passamainty,Rue,Bahati Djéma,"081",PA-081 Rue Bahati Djéma
1835,PA,Passamainty,Chemin,Rama M'Sa,"082",PA-082 Chemin Rama M'Sa
1836,PA,Passamainty,Impasse,Madzidou,"083",PA-083 Impasse Madzidou
1766,PA,Passamainty,Chemin,Dr Soumaila,"084",PA-084 Chemin Dr Soumaila
1957,PA,Passamainty,Ruelle,Mpweka,"085",PA-085 Ruelle Mpweka
1993,PA,Passamainty,Impasse,Diamini,"086",PA-086 Impasse Diamini
1965,PA,Passamainty,Chemin,Boina Ricoli,"087",PA-087 Chemin Boina Ricoli
1971,PA,Passamainty,Rue,Tanafou,"088",PA-088 Rue Tanafou
1976,PA,Passamainty,Chemin,Tchora,"089",PA-089 Chemin Tchora
649,PA,Passamainty,Rue,Madi Soilihi,"092",PA-092 Rue Madi Soilihi
2004,PA,Passamainty,Rue,Cafetier,"093",PA-093 Rue Cafetier
652,PA,Passamainty,Chemin,Bacar Daou,"094",PA-094 Chemin Bacar Daou
2028,PA,Passamainty,Chemin,Boina Chiga,"095",PA-095 Chemin Boina Chiga
1768,PA,Passamainty,Chemin,Coco Maï-Velou,"096",PA-096 Chemin Coco Maï-Velou
2051,PA,Passamainty,Chemin,Vercuiz,"097",PA-097 Chemin Vercuiz
2090,PA,Passamainty,Chemin,Mazalbia,"098",PA-098 Chemin Mazalbia
2203,PA,Passamainty,Impasse,Moussa M'colo,"099",PA-099 Impasse Moussa M'colo
754,PA,Passamainty,Impasse,Roméo,"100",PA-100 Impasse Roméo
1813,PA,Passamainty,Chemin,Boungou Ména,"101",PA-101 Chemin Boungou Ména
2058,PA,Passamainty,Impasse,Hanandji,"102",PA-102 Impasse Hanandji
2065,PA,Passamainty,Chemin,Boinali Compaine,"103",PA-103 Chemin Boinali Compaine
2069,PA,Passamainty,Chemin,Rahayé,"104",PA-104 Chemin Rahayé
2045,PA,Passamainty,Impasse,Laza,"105",PA-105 Impasse Laza
1417,T1,Tsoundzou 1,Impasse,Mavola,"001",T1-001 Impasse Mavola
1436,PA,Passamainty,Rue,MOINANTCH,"106",PA-106 Rue MOINANTCH
1633,PA,Passamainty,Rue,Mroni Bambou,"107",PA-107 Rue Mroni Bambou
608,PA,Passamainty,Avenue,Ousseni Attoumani,"108",PA-108 Avenue Ousseni Attoumani
613,PA,Passamainty,Allée,Hassani Ali,"109",PA-109 Allée Hassani Ali
632,PA,Passamainty,Chemin,Ma Al Gardié,"111",PA-111 Chemin Ma Al Gardié
656,PA,Passamainty,Rue,De l'école Mhogoni,"112",PA-112 Rue De l'école Mhogoni
904,PA,Passamainty,Chemin,De la Terre,"113",PA-113 Chemin De la Terre
799,PA,Passamainty,Chemin,Moustik,"114",PA-114 Chemin Moustik
836,PA,Passamainty,Rue,Maï Ben Ali,"115",PA-115 Rue Maï Ben Ali
1594,PA,Passamainty,Rue,Bagourou,"116",PA-116 Rue Bagourou
884,PA,Passamainty,Impasse,Mroni Maïdani,"117",PA-117 Impasse Mroni Maïdani
885,PA,Passamainty,Chemin,Adango,"118",PA-118 Chemin Adango
1388,PA,Passamainty,Chemin,Ba Rlo,"119",PA-119 Chemin Ba Rlo
1474,PA,Passamainty,Impasse,Des Bambous,"120",PA-120 Impasse Des Bambous
666,T1,Tsoundzou 1,Chemin,Moizena M'colo,"002",T1-002 Chemin Moizena M'colo
659,T1,Tsoundzou 1,Impasse,Flera Baco,"003",T1-003 Impasse Flera Baco
1182,T1,Tsoundzou 1,Chemin,Madi Loulou,"004",T1-004 Chemin Madi Loulou
1399,T1,Tsoundzou 1,Chemin,Baco Djihadi,"005",T1-005 Chemin Baco Djihadi
1407,T1,Tsoundzou 1,Impasse,Safi Dira,"006",T1-006 Impasse Safi Dira
1179,T1,Tsoundzou 1,Chemin,Baba Fatsi,"007",T1-007 Chemin Baba Fatsi
795,T1,Tsoundzou 1,Rue,Abdou M'houdhoiri,"008",T1-008 Rue Abdou M'houdhoiri
1271,T1,Tsoundzou 1,Chemin,Patiro,"009",T1-009 Chemin Patiro
1558,T1,Tsoundzou 1,Chemin,Abouhati,"010",T1-010 Chemin Abouhati
1232,T1,Tsoundzou 1,Chemin,Bacar Said-Ali,"011",T1-011 Chemin Bacar Said-Ali
2110,T1,Tsoundzou 1,Rue,Tsara Vola,"012",T1-012 Rue Tsara Vola
802,T1,Tsoundzou 1,Chemin,Bamré,"013",T1-013 Chemin Bamré
669,T1,Tsoundzou 1,Chemin,M'colo Hani,"014",T1-014 Chemin M'colo Hani
931,T1,Tsoundzou 1,Chemin,Metra-Ali,"015",T1-015 Chemin Metra-Ali
658,T1,Tsoundzou 1,Rue,Roger Rossolin,"016",T1-016 Rue Roger Rossolin
894,T1,Tsoundzou 1,Impasse,Abdou Ali,"017",T1-017 Impasse Abdou Ali
895,T1,Tsoundzou 1,Chemin,Nivéa,"018",T1-018 Chemin Nivéa
764,T1,Tsoundzou 1,Chemin,Zabibou,"021",T1-021 Chemin Zabibou
2102,T1,Tsoundzou 1,Chemin,Laïdine THARI,"022",T1-022 Chemin Laïdine THARI
2070,T1,Tsoundzou 1,Rue,Moussa M'Djéni,"023",T1-023 Rue Moussa M'Djéni
837,T1,Tsoundzou 1,Chemin,Maboula,"024",T1-024 Chemin Maboula
2063,T1,Tsoundzou 1,Rue,Coco Bachi,"025",T1-025 Rue Coco Bachi
2062,T1,Tsoundzou 1,Rue,Bina,"026",T1-026 Rue Bina
1966,T1,Tsoundzou 1,Rue,Abdallah Soula,"027",T1-027 Rue Abdallah Soula
1944,T1,Tsoundzou 1,Chemin,Radjabou M'pwecha,"028",T1-028 Chemin Radjabou M'pwecha
1838,T1,Tsoundzou 1,Chemin,Assane-Ali,"029",T1-029 Chemin Assane-Ali
1788,T1,Tsoundzou 1,Rue,Baco Djaha,"030",T1-030 Rue Baco Djaha
1771,T1,Tsoundzou 1,Chemin,Baba Atou,"031",T1-031 Chemin Baba Atou
1737,T1,Tsoundzou 1,Chemin,Trembwé,"033",T1-033 Chemin Trembwé
1539,T1,Tsoundzou 1,Route,Des Goyaviers,"034",T1-034 Route Des Goyaviers
1427,T1,Tsoundzou 1,Rue,Ousseni Baco,"035",T1-035 Rue Ousseni Baco
2034,T2,Tsoundzou 2,Rue,Des Palmiers,"011",T2-011 Rue Des Palmiers
1200,TS,Tsoundzou 1 & 2,Route,Nationale 2,"001",TS-001 Route Nationale 2
1640,T2,Tsoundzou 2,Chemin,Chala,"001",T2-001 Chemin Chala
874,T2,Tsoundzou 2,Escalier,Ma Djo,"002",T2-002 Escalier Ma Djo
599,T2,Tsoundzou 2,Impasse,Pomme-cannelle,"003",T2-003 Impasse Pomme-cannelle
856,T2,Tsoundzou 2,Rue,Markaze,"004",T2-004 Rue Markaze
959,T2,Tsoundzou 2,Allée,Hubert Thirion,"005",T2-005 Allée Hubert Thirion
1026,T2,Tsoundzou 2,Rue,Bamcolo,"006",T2-006 Rue Bamcolo
838,T2,Tsoundzou 2,Rue,Des Floralies,"008",T2-008 Rue Des Floralies
1106,T2,Tsoundzou 2,Impasse,Mariata,"009",T2-009 Impasse Mariata
1812,T2,Tsoundzou 2,Rue,De La Palmeraie,"010",T2-010 Rue De La Palmeraie
2091,T2,Tsoundzou 2,Chemin,Adé,"012",T2-012 Chemin Adé
1394,T2,Tsoundzou 2,Chemin,Bamcolo-Attoumani,"052",T2-052 Chemin Bamcolo-Attoumani
756,T2,Tsoundzou 2,Rue,Marvatou,"013",T2-013 Rue Marvatou
2178,T2,Tsoundzou 2,Impasse,Djibo,"014",T2-014 Impasse Djibo
815,T2,Tsoundzou 2,Impasse,Maria,"015",T2-015 Impasse Maria
827,T2,Tsoundzou 2,Rue,Stara,"016",T2-016 Rue Stara
806,T2,Tsoundzou 2,Chemin,Rivière,"017",T2-017 Chemin Rivière
6,T2,Tsoundzou 2,Rue,Mubarak,"018",T2-018 Rue Mubarak
5,T2,Tsoundzou 2,Rue,Des Aloe vera,"019",T2-019 Rue Des Aloe vera
1147,T2,Tsoundzou 2,Rue,des Citroniers,"020",T2-020 Rue des Citroniers
588,T2,Tsoundzou 2,Allée,Des Cocotiers,"022",T2-022 Allée Des Cocotiers
1227,T2,Tsoundzou 2,Rue,Mayana,"023",T2-023 Rue Mayana
1761,T2,Tsoundzou 2,Chemin,le Manguier,"024",T2-024 Chemin le Manguier
1817,T2,Tsoundzou 2,Impasse,De la rose porcelaine,"025",T2-025 Impasse De la rose porcelaine
1352,T2,Tsoundzou 2,Impasse,Moussi,"026",T2-026 Impasse Moussi
589,T2,Tsoundzou 2,Impasse,Haïdar,"028",T2-028 Impasse Haïdar
591,T2,Tsoundzou 2,Impasse,Copra,"029",T2-029 Impasse Copra
592,T2,Tsoundzou 2,Impasse,Konokono,"030",T2-030 Impasse Konokono
593,T2,Tsoundzou 2,Impasse,Anfous,"031",T2-031 Impasse Anfous
594,T2,Tsoundzou 2,Impasse,Tiaré,"032",T2-032 Impasse Tiaré
595,T2,Tsoundzou 2,Impasse,Sandzé,"033",T2-033 Impasse Sandzé
596,T2,Tsoundzou 2,Rue,Macavéli,"034",T2-034 Rue Macavéli
597,T2,Tsoundzou 2,Impasse,Macaratasie,"035",T2-035 Impasse Macaratasie
1687,T2,Tsoundzou 2,Impasse,Nangua,"038",T2-038 Impasse Nangua
2033,T2,Tsoundzou 2,Rue,Dar Nour,"039",T2-039 Rue Dar Nour
2094,T2,Tsoundzou 2,Chemin,Coco Salalya,"040",T2-040 Chemin Coco Salalya
2100,T2,Tsoundzou 2,Rue,Ba Djamali,"041",T2-041 Rue Ba Djamali
867,T2,Tsoundzou 2,Rue,Kadjanréré,"042",T2-042 Rue Kadjanréré
873,T2,Tsoundzou 2,Chemin,Moinécha Zakaria,"043",T2-043 Chemin Moinécha Zakaria
1037,T2,Tsoundzou 2,Chemin,Des Ecoliers,"044",T2-044 Chemin Des Ecoliers
1152,T2,Tsoundzou 2,Rue,Zanzibar,"045",T2-045 Rue Zanzibar
1219,T2,Tsoundzou 2,Rue,Des Manguiers,"046",T2-046 Rue Des Manguiers
1360,T2,Tsoundzou 2,Impasse,Des Lys,"047",T2-047 Impasse Des Lys
1815,T2,Tsoundzou 2,Impasse,BAMCOLO-Hamada,"049",T2-049 Impasse BAMCOLO-Hamada
933,T2,Tsoundzou 2,Rue,des Petits Flamboyant,"050",T2-050 Rue des Petits Flamboyant
909,T2,Tsoundzou 2,Escalier,Mamaraï,"051",T2-051 Escalier Mamaraï
1391,T2,Tsoundzou 2,Rue,Des Makis,"053",T2-053 Rue Des Makis
1415,T2,Tsoundzou 2,Impasse,Longchamps,"054",T2-054 Impasse Longchamps
1541,T2,Tsoundzou 2,Escalier,Charif-Said,"055",T2-055 Escalier Charif-Said
1839,T2,Tsoundzou 2,Chemin,Kavani,"056",T2-056 Chemin Kavani
1551,T2,Tsoundzou 2,Rue,Villa-Zanzibar,"057",T2-057 Rue Villa-Zanzibar
1566,T2,Tsoundzou 2,Rue,Des Lauriers roses,"058",T2-058 Rue Des Lauriers roses
1568,T2,Tsoundzou 2,Impasse,Des Frangipaniers,"059",T2-059 Impasse Des Frangipaniers
1918,VA,Vahibé,Rue,Mogné Hazi,"001",VA-001 Rue Mogné Hazi
1808,VA,Vahibé,Escalier,M'ché Rousselet,"002",VA-002 Escalier M'ché Rousselet
1789,VA,Vahibé,Escalier,Baco Ahmed Ali,"004",VA-004 Escalier Baco Ahmed Ali
1762,VA,Vahibé,Rue,Des Amoureux,"005",VA-005 Rue Des Amoureux
1731,VA,Vahibé,Escalier,Mayécha,"006",VA-006 Escalier Mayécha
1663,VA,Vahibé,Escalier,Petite Terre,"008",VA-008 Escalier Petite Terre
1569,VA,Vahibé,Rue,Chibaco,"009",VA-009 Rue Chibaco
1556,VA,Vahibé,Rue,Sarman,"010",VA-010 Rue Sarman
1535,VA,Vahibé,Rue,Haronophe,"011",VA-011 Rue Haronophe
1533,VA,Vahibé,Escalier,Papahé,"012",VA-012 Escalier Papahé
1513,VA,Vahibé,Escalier,M'dallah Magoro,"013",VA-013 Escalier M'dallah Magoro
1429,VA,Vahibé,Rue,Wemani,"014",VA-014 Rue Wemani
1428,VA,Vahibé,Escalier,Imam Bounou,"015",VA-015 Escalier Imam Bounou
1422,VA,Vahibé,Rue,Du Stade Chauféli,"016",VA-016 Rue Du Stade Chauféli
690,VA,Vahibé,Chemin,Foundi Absoir M'ssa,"017",VA-017 Chemin Foundi Absoir M'ssa
691,VA,Vahibé,Chemin,Matavi,"018",VA-018 Chemin Matavi
750,VA,Vahibé,Rue,Manga Cheindra,"019",VA-019 Rue Manga Cheindra
1343,VA,Vahibé,Rue,Du Bassin,"020",VA-020 Rue Du Bassin
753,VA,Vahibé,Chemin,Vahibé est,"021",VA-021 Chemin Vahibé est
770,VA,Vahibé,Rue,Kadhi Attoumane Said,"022",VA-022 Rue Kadhi Attoumane Said
911,VA,Vahibé,Escalier,Rampard du Zouma Vert,"029",VA-029 Escalier Rampard du Zouma Vert
679,VA,Vahibé,Escalier,Colbert,"030",VA-030 Escalier Colbert
684,VA,Vahibé,Rue,Salamani,"031",VA-031 Rue Salamani
688,VA,Vahibé,Rue,Boinaïdi Oili,"032",VA-032 Rue Boinaïdi Oili
2195,VA,Vahibé,Chemin,Flera Mawa,"033",VA-033 Chemin Flera Mawa
2194,VA,Vahibé,Chemin,Place Manzaraka Vahibé,"034",VA-034 Chemin Place Manzaraka Vahibé
2112,VA,Vahibé,Chemin,Latin,"035",VA-035 Chemin Latin
2109,VA,Vahibé,Chemin,Karibou,"036",VA-036 Chemin Karibou
676,VA,Vahibé,Route,Valéa Hoaro,"039",VA-039 Route Valéa Hoaro
767,VA,Vahibé,Chemin,Ba Saindou Mdala,"040",VA-040 Chemin Ba Saindou Mdala
752,VA,Vahibé,Impasse,Mlitchijou,"041",VA-041 Impasse Mlitchijou
766,VA,Vahibé,Chemin,Ma Sayi,"042",VA-042 Chemin Ma Sayi
765,VA,Vahibé,Chemin,Ma Nanassini,"043",VA-043 Chemin Ma Nanassini
2196,VA,Vahibé,Chemin,Madiana,"044",VA-044 Chemin Madiana
2113,VA,Vahibé,Chemin,Mandarine,"045",VA-045 Chemin Mandarine
2092,VA,Vahibé,Chemin,Mro Mounga,"046",VA-046 Chemin Mro Mounga
2098,VA,Vahibé,Allée,Ali Saïdou,"047",VA-047 Allée Ali Saïdou
2106,VA,Vahibé,Route,Départementale 3,"037",VA-037 Route Départementale 3
2111,VA,Vahibé,Route,du Mont Combani,"038",VA-038 Route du Mont Combani
2097,VA,Vahibé,Rue,Talet,"048",VA-048 Rue Talet
2095,VA,Vahibé,Escalier,M'kiri wa magarando,"049",VA-049 Escalier M'kiri wa magarando
2071,VA,Vahibé,Rue,Mdéré,"050",VA-050 Rue Mdéré
2019,VA,Vahibé,Escalier,Maha-Vita,"051",VA-051 Escalier Maha-Vita
1996,VA,Vahibé,Escalier,Mavouna,"052",VA-052 Escalier Mavouna
1865,VA,Vahibé,Escalier,Contabou,"053",VA-053 Escalier Contabou
